time[d]	beta1		beta2		beta3		beta4		beta5		beta6		ngt[s^-1]	fuel_temp_coeff[pcm/dK]	mod_temp_coeff[pcm/dK]
1121.0	2.0974e-04	1.0816e-03	1.0639e-03	3.0319e-03	8.8896e-04	3.1362e-04	4.5926e-04	-5.3924		-1.9729
1151.0	2.0998e-04	1.0843e-03	1.0666e-03	3.0394e-03	8.8686e-04	3.1143e-04	4.5920e-04	-5.303		-1.9038
1181.0	2.0771e-04	1.0865e-03	1.0588e-03	3.0349e-03	8.8357e-04	3.0856e-04	4.5898e-04	-5.1777		-1.9689
1211.0	2.0880e-04	1.0929e-03	1.0568e-03	3.0256e-03	8.8100e-04	3.0675e-04	4.5884e-04	-5.2531		-1.8555
1241.0	2.0897e-04	1.0992e-03	1.0560e-03	3.0168e-03	8.7479e-04	3.0652e-04	4.5878e-04	-5.3601		-1.8228
1271.0	2.0918e-04	1.0984e-03	1.0596e-03	3.0241e-03	8.6986e-04	3.0643e-04	4.5896e-04	-5.347		-1.8176
1301.0	2.1099e-04	1.0962e-03	1.0589e-03	3.0303e-03	8.6800e-04	3.0580e-04	4.5905e-04	-5.3119		-1.8188
1331.0	2.1305e-04	1.1010e-03	1.0643e-03	3.0323e-03	8.6758e-04	3.0942e-04	4.5913e-04	-5.2008		-1.9119
1361.0	2.1501e-04	1.0998e-03	1.0651e-03	3.0416e-03	8.6846e-04	3.1247e-04	4.5901e-04	-5.1137		-2.0388
1391.0	2.1621e-04	1.0963e-03	1.0650e-03	3.0471e-03	8.7127e-04	3.1510e-04	4.5884e-04	-5.0843		-2.1554
1421.0	2.1611e-04	1.0905e-03	1.0640e-03	3.0453e-03	8.7636e-04	3.1671e-04	4.5865e-04	-5.1511		-2.2348
1451.0	2.1420e-04	1.0821e-03	1.0618e-03	3.0326e-03	8.8407e-04	3.1671e-04	4.5845e-04	-5.3521		-2.2504
1481.0	2.0996e-04	1.0710e-03	1.0586e-03	3.0057e-03	8.9473e-04	3.1450e-04	4.5828e-04	-5.7258		-2.1756
